,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,entities,sentiment_prediction
4770,4770,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120."", ""entity"": ""B-person""}, {""word"": ""@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""apple"", ""entity"": ""B-corporation""}]",2
4774,4774,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120."", ""entity"": ""I-person""}, {""word"": ""@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Wine"", ""entity"": ""B-creative_work""}, {""word"": ""\u0120Library"", ""entity"": ""I-corporation""}, {""word"": ""\u0120TV"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Daily"", ""entity"": ""B-creative_work""}, {""word"": ""\u0120Grape"", ""entity"": ""I-corporation""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
4777,4777,RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,0,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",0
4778,4778,RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""Route"", ""entity"": ""B-creative_work""}, {""word"": ""\u0120google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-corporation""}, {""word"": ""S"", ""entity"": ""B-location""}, {""word"": ""X"", ""entity"": ""I-location""}]",2
4779,4779,RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,0,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120Nokia"", ""entity"": ""B-corporation""}]",1
4781,4781,"RT @mention ���@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.�۝",Google,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120&"", ""entity"": ""I-person""}, {""word"": ""qu"", ""entity"": ""I-person""}, {""word"": ""ot"", ""entity"": ""I-person""}, {""word"": "";"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""I-person""}, {""word"": ""\u0120Mark"", ""entity"": ""B-person""}, {""word"": ""\u0120Bel"", ""entity"": ""I-person""}, {""word"": ""insky"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
4782,4782,RT @mention ���@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.�۝,iPad or iPhone App,2,"[{""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""s"", ""entity"": ""I-corporation""}, {""word"": ""x"", ""entity"": ""I-corporation""}, {""word"": ""sw"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120Moon"", ""entity"": ""B-corporation""}, {""word"": ""bot"", ""entity"": ""I-corporation""}, {""word"": ""\u0120studios"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Louisiana"", ""entity"": ""B-location""}]",2
4783,4783,RT @mention ���@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
4790,4790,RT @mention ���@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,iPad or iPhone App,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
4792,4792,RT @mention ���line moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,Apple,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-location""}, {""word"": ""\u0120Store"", ""entity"": ""I-location""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",2
4795,4795,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is pass̩. The mobile space has all the buzz {link} #wssxsw",iPad,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""CNN"", ""entity"": ""I-corporation""}, {""word"": ""Money"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u01202011"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",2
4796,4796,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw,Apple,0,"[{""word"": ""Sw"", ""entity"": ""B-person""}, {""word"": ""isher"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120America"", ""entity"": ""B-location""}]",0
4802,4802,RT @mention {link} Did you hear? Apple�۪s opening a temporary store just for #SXSW! (via @mention,Apple,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u00ef\u00bf\u00bd"", ""entity"": ""I-corporation""}, {""word"": ""\u00db"", ""entity"": ""I-corporation""}, {""word"": ""\u00aa"", ""entity"": ""I-corporation""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",1
4810,4810,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
4812,4812,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},Google,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120&"", ""entity"": ""I-person""}, {""word"": ""amp"", ""entity"": ""I-person""}, {""word"": "";"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
4815,4815,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""apple"", ""entity"": ""B-corporation""}]",2
4816,4816,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""apple"", ""entity"": ""B-corporation""}]",2
4826,4826,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,Google,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""S"", ""entity"": ""I-group""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-group""}, {""word"": ""google"", ""entity"": ""B-corporation""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
4828,4828,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,2,"[{""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120South"", ""entity"": ""B-event""}, {""word"": ""\u0120By"", ""entity"": ""I-event""}, {""word"": ""\u0120Southwest"", ""entity"": ""I-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""i"", ""entity"": ""I-event""}]",1
4829,4829,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,2,"[{""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Jonathan"", ""entity"": ""B-person""}, {""word"": ""\u0120Dahl"", ""entity"": ""I-person""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""\u0120Mayer"", ""entity"": ""I-person""}, {""word"": ""Mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""I-person""}]",2
4834,4834,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Team"", ""entity"": ""B-event""}, {""word"": ""\u0120Android"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120DL"", ""entity"": ""B-product""}, {""word"": ""\u0120App"", ""entity"": ""I-product""}, {""word"": ""olic"", ""entity"": ""I-product""}, {""word"": ""ious"", ""entity"": ""I-product""}, {""word"": ""\u0120app"", ""entity"": ""I-product""}, {""word"": ""\u0120Nexus"", ""entity"": ""B-product""}, {""word"": ""\u0120S"", ""entity"": ""I-product""}]",2
4836,4836,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
4837,4837,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120U"", ""entity"": ""B-product""}, {""word"": ""stream"", ""entity"": ""I-product""}, {""word"": ""\u0120Sky"", ""entity"": ""B-product""}, {""word"": ""fire"", ""entity"": ""I-product""}, {""word"": ""\u0120browser"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""S"", ""entity"": ""B-product""}, {""word"": ""af"", ""entity"": ""I-product""}, {""word"": ""ari"", ""entity"": ""I-product""}]",2
4842,4842,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
4843,4843,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,Google,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}]",1
4849,4849,"RT @mention @mention I agree ��� Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
4850,4850,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",iPad or iPhone App,0,"[{""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120app"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
